CACNA1E	calcium channel, voltage-dependent, R type, alpha 1E subunit	1q25.3	protein_coding	47 / 986 (4.77%)	844 / 10,188	55		
XIRP2	xin actin-binding repeat containing 2	2q24.3	protein_coding	47 / 986 (4.77%)	1,180 / 10,188	66		
RUNX1	runt-related transcription factor 1	21q22.12	protein_coding	47 / 986 (4.77%)	222 / 10,188	43	Cancer Gene Census	
LRP1B	low density lipoprotein receptor-related protein 1B	2q22.1, 2q22.2	protein_coding	47 / 986 (4.77%)	1,520 / 10,188	54		
ARID1A	AT rich interactive domain 1A (SWI-like)	1p36.11	protein_coding	46 / 986 (4.67%)	912 / 10,188	46	Cancer Gene Census	
PCLO	piccolo presynaptic cytomatrix protein	7q21.11	protein_coding	45 / 986 (4.56%)	1,327 / 10,188	57		
LRP2	low density lipoprotein receptor-related protein 2	2q31.1	protein_coding	45 / 986 (4.56%)	1,003 / 10,188	52		
ADGRV1	adhesion G protein-coupled receptor V1	5q14.3	protein_coding	44 / 986 (4.46%)	1,002 / 10,188	59		
DNAH17	dynein, axonemal, heavy chain 17	17q25.3	protein_coding	44 / 986 (4.46%)	816 / 10,188	52		
RNF213	ring finger protein 213	17q25.3	protein_coding	44 / 986 (4.46%)	754 / 10,188	57	Cancer Gene Census	
PIK3R1	phosphoinositide-3-kinase, regulatory subunit 1 (alpha)	5q13.1	protein_coding	44 / 986 (4.46%)	503 / 10,188	46	Cancer Gene Census	
MDN1	MDN1, midasin homolog (yeast)	6q15	protein_coding	43 / 986 (4.36%)	703 / 10,188	55		
HYDIN	HYDIN, axonemal central pair apparatus protein	16q22.2	protein_coding	43 / 986 (4.36%)	865 / 10,188	51		
PRUNE2	prune homolog 2 (Drosophila)	9q21.2	protein_coding	42 / 986 (4.26%)	657 / 10,188	52		
DCHS2	dachsous cadherin-related 2	4q31.3	protein_coding	42 / 986 (4.26%)	737 / 10,188	50		
CSMD2	CUB and Sushi multiple domains 2	1p35.1	protein_coding	41 / 986 (4.16%)	949 / 10,188	45		
PRKDC	protein kinase, DNA-activated, catalytic polypeptide	8q11.21	protein_coding	41 / 986 (4.16%)	633 / 10,188	49		
AHNAK	AHNAK nucleoprotein	11q12.3	protein_coding	41 / 986 (4.16%)	853 / 10,188	59		
AHNAK2	AHNAK nucleoprotein 2	14q32.33	protein_coding	41 / 986 (4.16%)	1,015 / 10,188	51		
FAT1	FAT atypical cadherin 1	4q35.2	protein_coding	40 / 986 (4.06%)	868 / 10,188	43	Cancer Gene Census	
MAP2K4	mitogen-activated protein kinase kinase 4	17p12	protein_coding	40 / 986 (4.06%)	202 / 10,188	38	Cancer Gene Census	
XKR4	XK, Kell blood group complex subunit-related family, member 4	8q12.1	protein_coding	40 / 986 (4.06%)	646 / 10,188	43		
SPEN	spen family transcriptional repressor	1p36.21, 1p36.13	protein_coding	40 / 986 (4.06%)	584 / 10,188	56	Cancer Gene Census	
SVEP1	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1	9q31.3	protein_coding	40 / 986 (4.06%)	661 / 10,188	44		
MXRA5	matrix-remodelling associated 5	Xp22.33	protein_coding	40 / 986 (4.06%)	776 / 10,188	48		
TENM1	teneurin transmembrane protein 1	Xq25	protein_coding	40 / 986 (4.06%)	806 / 10,188	44		
BIRC6	baculoviral IAP repeat containing 6	2p22.3	protein_coding	40 / 986 (4.06%)	673 / 10,188	47		
ASPM	asp (abnormal spindle) homolog, microcephaly associated (Drosophila)	1q31.3	protein_coding	40 / 986 (4.06%)	617 / 10,188	51		
CHD6	chromodomain helicase DNA binding protein 6	20q12	protein_coding	39 / 986 (3.96%)	541 / 10,188	39		
DNAH9	dynein, axonemal, heavy chain 9	17p12	protein_coding	39 / 986 (3.96%)	992 / 10,188	45		
KMT2D	lysine (K)-specific methyltransferase 2D	12q13.12	protein_coding	39 / 986 (3.96%)	1,106 / 10,188	44	Cancer Gene Census	
DNAH8	dynein, axonemal, heavy chain 8	6p21.2	protein_coding	39 / 986 (3.96%)	980 / 10,188	52		
GON4L	gon-4-like (C. elegans)	1q22	protein_coding	39 / 986 (3.96%)	473 / 10,188	46		
SACS	sacsin molecular chaperone	13q12.12	protein_coding	38 / 986 (3.85%)	749 / 10,188	50		
MYH9	myosin, heavy chain 9, non-muscle	22q12.3	protein_coding	38 / 986 (3.85%)	445 / 10,188	39	Cancer Gene Census	
NBPF12	neuroblastoma breakpoint family, member 12	1q21.1	protein_coding	38 / 986 (3.85%)	307 / 10,188	29		
FMN2	formin 2	1q43	protein_coding	38 / 986 (3.85%)	724 / 10,188	40		
AKAP9	A kinase (PRKA) anchor protein 9	7q21.2	protein_coding	38 / 986 (3.85%)	604 / 10,188	52	Cancer Gene Census	
ST6GALNAC3	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 3	1p31.1	protein_coding	38 / 986 (3.85%)	268 / 10,188	8		
LYST	lysosomal trafficking regulator	1q42.3	protein_coding	38 / 986 (3.85%)	588 / 10,188	46		
DNAH5	dynein, axonemal, heavy chain 5	5p15.2	protein_coding	38 / 986 (3.85%)	1,257 / 10,188	52		
DNAH3	dynein, axonemal, heavy chain 3	16p12.3	protein_coding	38 / 986 (3.85%)	883 / 10,188	39		
CUBN	cubilin (intrinsic factor-cobalamin receptor)	10p13	protein_coding	38 / 986 (3.85%)	833 / 10,188	44		
LRP1	low density lipoprotein receptor-related protein 1	12q13.3	protein_coding	37 / 986 (3.75%)	736 / 10,188	46		
DNAH14	dynein, axonemal, heavy chain 14	1q42.12	protein_coding	37 / 986 (3.75%)	321 / 10,188	47		
VPS13B	vacuolar protein sorting 13 homolog B (yeast)	8q22.2	protein_coding	37 / 986 (3.75%)	722 / 10,188	43		
LAMA1	laminin, alpha 1	18p11.31	protein_coding	37 / 986 (3.75%)	747 / 10,188	39		
RELN	reelin	7q22.1	protein_coding	37 / 986 (3.75%)	858 / 10,188	42		
USP34	ubiquitin specific peptidase 34	2p15	protein_coding	37 / 986 (3.75%)	492 / 10,188	39		
ANK2	ankyrin 2, neuronal	4q25, 4q26	protein_coding	36 / 986 (3.65%)	871 / 10,188	48		
FCGBP	Fc fragment of IgG binding protein	19q13.2	protein_coding	36 / 986 (3.65%)	827 / 10,188	44		
ALMS1	Alstrom syndrome 1	2p13.1	protein_coding	36 / 986 (3.65%)	628 / 10,188	47		
PTPRD	protein tyrosine phosphatase, receptor type, D	9p24.1, 9p23	protein_coding	36 / 986 (3.65%)	689 / 10,188	38		
HERC2	HECT and RLD domain containing E3 ubiquitin protein ligase 2	15q13.1	protein_coding	36 / 986 (3.65%)	784 / 10,188	44		
TBX3	T-box 3	12q24.21	protein_coding	36 / 986 (3.65%)	261 / 10,188	40	Cancer Gene Census	
MED12	mediator complex subunit 12	Xq13.1	protein_coding	36 / 986 (3.65%)	471 / 10,188	37	Cancer Gene Census	
DNM1P47	DNM1 pseudogene 47	15q26.3	transcribed_unprocessed_pseudogene	36 / 986 (3.65%)	424 / 10,188	38		
SRCAP	Snf2-related CREBBP activator protein	16p11.2	protein_coding	36 / 986 (3.65%)	574 / 10,188	40		
ASH1L	ash1 (absent, small, or homeotic)-like (Drosophila)	1q22	protein_coding	36 / 986 (3.65%)	583 / 10,188	45		
COL6A5	collagen, type VI, alpha 5	3q22.1	protein_coding	35 / 986 (3.55%)	413 / 10,188	41		
CDH23	cadherin-related 23	10q22.1	protein_coding	35 / 986 (3.55%)	639 / 10,188	36		
CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit	12p13.33	protein_coding	35 / 986 (3.55%)	697 / 10,188	36		
MYCBP2	MYC binding protein 2, E3 ubiquitin protein ligase	13q22.3	protein_coding	35 / 986 (3.55%)	618 / 10,188	43		
UTRN	utrophin	6q24.2	protein_coding	35 / 986 (3.55%)	549 / 10,188	39		
ANK3	ankyrin 3, node of Ranvier (ankyrin G)	10q21.2	protein_coding	35 / 986 (3.55%)	815 / 10,188	54		
FBN1	fibrillin 1	15q21.1	protein_coding	35 / 986 (3.55%)	552 / 10,188	40		
KIAA1109	KIAA1109	4q27	protein_coding	35 / 986 (3.55%)	708 / 10,188	41		
DNAH10	dynein, axonemal, heavy chain 10	12q24.31	protein_coding	35 / 986 (3.55%)	775 / 10,188	47		
FOXA1	forkhead box A1	14q21.1	protein_coding	34 / 986 (3.45%)	201 / 10,188	34	Cancer Gene Census	
ERBB2	erb-b2 receptor tyrosine kinase 2	17q12	protein_coding	34 / 986 (3.45%)	353 / 10,188	30	Cancer Gene Census	
PTPRB	protein tyrosine phosphatase, receptor type, B	12q15	protein_coding	34 / 986 (3.45%)	599 / 10,188	35	Cancer Gene Census	
TG	thyroglobulin	8q24.22	protein_coding	34 / 986 (3.45%)	721 / 10,188	37		
DNAH6	dynein, axonemal, heavy chain 6	2p11.2	protein_coding	34 / 986 (3.45%)	358 / 10,188	45		
DYNC2H1	dynein, cytoplasmic 2, heavy chain 1	11q22.3	protein_coding	34 / 986 (3.45%)	556 / 10,188	41		
UBR4	ubiquitin protein ligase E3 component n-recognin 4	1p36.13	protein_coding	34 / 986 (3.45%)	705 / 10,188	44		
USP9X	ubiquitin specific peptidase 9, X-linked	Xp11.4	protein_coding	33 / 986 (3.35%)	431 / 10,188	34		
ATM	ATM serine/threonine kinase	11q22.3	protein_coding	33 / 986 (3.35%)	602 / 10,188	35	Cancer Gene Census	
SSPO	SCO-spondin	7q36.1	protein_coding	33 / 986 (3.35%)	787 / 10,188	36		
COL6A3	collagen, type VI, alpha 3	2q37.3	protein_coding	33 / 986 (3.35%)	833 / 10,188	35		
EYS	eyes shut homolog (Drosophila)	6q12	protein_coding	33 / 986 (3.35%)	669 / 10,188	37		
F5	coagulation factor V (proaccelerin, labile factor)	1q24.2	protein_coding	33 / 986 (3.35%)	479 / 10,188	42		
KIAA2022	KIAA2022	Xq13.3	protein_coding	33 / 986 (3.35%)	562 / 10,188	34		
MYLK	myosin light chain kinase	3q21.1	protein_coding	33 / 986 (3.35%)	492 / 10,188	36		
TEX15	testis expressed 15	8p12	protein_coding	33 / 986 (3.35%)	528 / 10,188	44		
TPR	translocated promoter region, nuclear basket protein	1q31.1	protein_coding	33 / 986 (3.35%)	441 / 10,188	36	Cancer Gene Census	
COL12A1	collagen, type XII, alpha 1	6q13, 6q14.1	protein_coding	33 / 986 (3.35%)	660 / 10,188	38		
ZAN	zonadhesin (gene/pseudogene)	7q22.1	protein_coding	33 / 986 (3.35%)	657 / 10,188	34		
DYNC1H1	dynein, cytoplasmic 1, heavy chain 1	14q32.31	protein_coding	33 / 986 (3.35%)	609 / 10,188	36		
IGHG1	immunoglobulin heavy constant gamma 1 (G1m marker)	14q32.33	IG_C_gene	33 / 986 (3.35%)	693 / 10,188	38		
KMT2A	lysine (K)-specific methyltransferase 2A	11q23.3	protein_coding	33 / 986 (3.35%)	585 / 10,188	36	Cancer Gene Census	
PKHD1	polycystic kidney and hepatic disease 1 (autosomal recessive)	6p12.3, 6p12.2	protein_coding	33 / 986 (3.35%)	858 / 10,188	37		
ADGRG4	adhesion G protein-coupled receptor G4	Xq26.3	protein_coding	32 / 986 (3.25%)	732 / 10,188	38		
F8	coagulation factor VIII, procoagulant component	Xq28	protein_coding	32 / 986 (3.25%)	530 / 10,188	34		
MAP1A	microtubule-associated protein 1A	15q15.3	protein_coding	32 / 986 (3.25%)	448 / 10,188	37		
HRNR	hornerin	1q21.3	protein_coding	32 / 986 (3.25%)	735 / 10,188	34		
AKT1	v-akt murine thymoma viral oncogene homolog 1	14q32.33	protein_coding	32 / 986 (3.25%)	151 / 10,188	8	Cancer Gene Census	
FRAS1	Fraser extracellular matrix complex subunit 1	4q21.21	protein_coding	32 / 986 (3.25%)	693 / 10,188	37		
QSER1	glutamine and serine rich 1	11p13	protein_coding	32 / 986 (3.25%)	297 / 10,188	39		
VPS13C	vacuolar protein sorting 13 homolog C (S. cerevisiae)	15q22.2	protein_coding	32 / 986 (3.25%)	505 / 10,188	37		
TMEM132D	transmembrane protein 132D	12q24.33	protein_coding	32 / 986 (3.25%)	622 / 10,188	36		
HERC1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	15q22.31	protein_coding	32 / 986 (3.25%)	543 / 10,188	43		
CEP350	centrosomal protein 350kDa	1q25.2	protein_coding	32 / 986 (3.25%)	437 / 10,188	39		
WDFY3	WD repeat and FYVE domain containing 3	4q21.23	protein_coding	32 / 986 (3.25%)	627 / 10,188	35		
CENPE	centromere protein E, 312kDa	4q24	protein_coding	32 / 986 (3.25%)	407 / 10,188	37		
REXO1L1P	REX1, RNA exonuclease 1 homolog (S. cerevisiae)-like 1, pseudogene	8q21.2	transcribed_processed_pseudogene	32 / 986 (3.25%)	227 / 10,188	30		
CHD7	chromodomain helicase DNA binding protein 7	8q12.2	protein_coding	32 / 986 (3.25%)	571 / 10,188	32		
TSHZ3	teashirt zinc finger homeobox 3	19q12	protein_coding	32 / 986 (3.25%)	575 / 10,188	33		
ATRX	alpha thalassemia/mental retardation syndrome X-linked	Xq21.1	protein_coding	31 / 986 (3.14%)	731 / 10,188	51	Cancer Gene Census	
MGAM	maltase-glucoamylase (alpha-glucosidase)	7q34	protein_coding	31 / 986 (3.14%)	703 / 10,188	34		
AHCTF1	AT hook containing transcription factor 1	1q44	protein_coding	31 / 986 (3.14%)	377 / 10,188	38		
CHD4	chromodomain helicase DNA binding protein 4	12p13.31	protein_coding	31 / 986 (3.14%)	483 / 10,188	36	Cancer Gene Census	
UBR5	ubiquitin protein ligase E3 component n-recognin 5	8q22.3	protein_coding	31 / 986 (3.14%)	481 / 10,188	35	Cancer Gene Census	
DNAH7	dynein, axonemal, heavy chain 7	2q32.3	protein_coding	31 / 986 (3.14%)	886 / 10,188	36		
UNC13C	unc-13 homolog C (C. elegans)	15q21.3	protein_coding	31 / 986 (3.14%)	713 / 10,188	38		
PKD1L1	polycystic kidney disease 1 like 1	7p12.3	protein_coding	31 / 986 (3.14%)	563 / 10,188	36		
CACNA1A	calcium channel, voltage-dependent, P/Q type, alpha 1A subunit	19p13.13	protein_coding	31 / 986 (3.14%)	525 / 10,188	32		
PREX2	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 2	8q13.2	protein_coding	30 / 986 (3.04%)	593 / 10,188	34		
LCT	lactase	2q21.3	protein_coding	30 / 986 (3.04%)	561 / 10,188	32		
CMYA5	cardiomyopathy associated 5	5q14.1	protein_coding	30 / 986 (3.04%)	648 / 10,188	45		
MYO10	myosin X	5p15.1	protein_coding	30 / 986 (3.04%)	401 / 10,188	32		
ZNF292	zinc finger protein 292	6q14.3	protein_coding	30 / 986 (3.04%)	442 / 10,188	37		
COL14A1	collagen, type XIV, alpha 1	8q24.12	protein_coding	30 / 986 (3.04%)	510 / 10,188	40		
SDK1	sidekick cell adhesion molecule 1	7p22.2	protein_coding	30 / 986 (3.04%)	681 / 10,188	34		
ITPR3	inositol 1,4,5-trisphosphate receptor, type 3	6p21.31	protein_coding	30 / 986 (3.04%)	464 / 10,188	34		
FLNC	filamin C, gamma	7q32.1	protein_coding	30 / 986 (3.04%)	656 / 10,188	30		
FRMPD4	FERM and PDZ domain containing 4	Xp22.2	protein_coding	30 / 986 (3.04%)	433 / 10,188	32		
DNAH2	dynein, axonemal, heavy chain 2	17p13.1	protein_coding	30 / 986 (3.04%)	721 / 10,188	38		
ARID1B	AT rich interactive domain 1B (SWI1-like)	6q25.3	protein_coding	30 / 986 (3.04%)	471 / 10,188	30	Cancer Gene Census	
DNAH1	dynein, axonemal, heavy chain 1	3p21.1	protein_coding	30 / 986 (3.04%)	569 / 10,188	34		
FLG2	filaggrin family member 2	1q21.3	protein_coding	30 / 986 (3.04%)	669 / 10,188	36		
ASTN1	astrotactin 1	1q25.2	protein_coding	30 / 986 (3.04%)	602 / 10,188	32		
FREM1	FRAS1 related extracellular matrix 1	9p22.3	protein_coding	30 / 986 (3.04%)	511 / 10,188	31		
PDZD2	PDZ domain containing 2	5p13.3	protein_coding	30 / 986 (3.04%)	609 / 10,188	34		
MYO18B	myosin XVIIIB	22q12.1	protein_coding	30 / 986 (3.04%)	674 / 10,188	31		
WDFY4	WDFY family member 4	10q11.23	protein_coding	29 / 986 (2.94%)	316 / 10,188	34		
SMG1	SMG1 phosphatidylinositol 3-kinase-related kinase	16p12.3	protein_coding	29 / 986 (2.94%)	446 / 10,188	35		
RIMS2	regulating synaptic membrane exocytosis 2	8q22.3	protein_coding	29 / 986 (2.94%)	735 / 10,188	32		
CNTNAP5	contactin associated protein-like 5	2q14.3	protein_coding	29 / 986 (2.94%)	711 / 10,188	32		
VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)	1p36.22, 1p36.21	protein_coding	29 / 986 (2.94%)	610 / 10,188	36		
ZNF536	zinc finger protein 536	19q12	protein_coding	29 / 986 (2.94%)	824 / 10,188	31		
MTOR	mechanistic target of rapamycin (serine/threonine kinase)	1p36.22	protein_coding	29 / 986 (2.94%)	441 / 10,188	30	Cancer Gene Census	
AFF2	AF4/FMR2 family, member 2	Xq28	protein_coding	29 / 986 (2.94%)	544 / 10,188	32		
OPRM1	opioid receptor, mu 1	6q25.2	protein_coding	29 / 986 (2.94%)	286 / 10,188	19		
SHANK2	SH3 and multiple ankyrin repeat domains 2	11q13.3, 11q13.4	protein_coding	29 / 986 (2.94%)	463 / 10,188	44		
PLXNA4	plexin A4	7q32.3	protein_coding	29 / 986 (2.94%)	709 / 10,188	33		
SCN2A	sodium channel, voltage gated, type II alpha subunit	2q24.3	protein_coding	29 / 986 (2.94%)	581 / 10,188	35		
MYO15A	myosin XVA	17p11.2	protein_coding	29 / 986 (2.94%)	593 / 10,188	28		
SETD2	SET domain containing 2	3p21.31	protein_coding	29 / 986 (2.94%)	485 / 10,188	34	Cancer Gene Census	
BRWD1	bromodomain and WD repeat domain containing 1	21q22.2	protein_coding	29 / 986 (2.94%)	374 / 10,188	31		
PCNT	pericentrin	21q22.3	protein_coding	29 / 986 (2.94%)	507 / 10,188	33		
CR1	complement component (3b/4b) receptor 1 (Knops blood group)	1q32.2	protein_coding	29 / 986 (2.94%)	469 / 10,188	33		
NOTCH2	notch 2	1p12	protein_coding	29 / 986 (2.94%)	395 / 10,188	31	Cancer Gene Census	
CACNA1F	calcium channel, voltage-dependent, L type, alpha 1F subunit	Xp11.23	protein_coding	29 / 986 (2.94%)	385 / 10,188	30		
SCN10A	sodium channel, voltage gated, type X alpha subunit	3p22.2	protein_coding	29 / 986 (2.94%)	610 / 10,188	35		
TCHH	trichohyalin	1q21.3	protein_coding	29 / 986 (2.94%)	458 / 10,188	34		
PXDNL	peroxidasin-like	8q11.22, 8q11.23	protein_coding	29 / 986 (2.94%)	655 / 10,188	33		
FREM2	FRAS1 related extracellular matrix protein 2	13q13.3	protein_coding	28 / 986 (2.84%)	630 / 10,188	31		
PCDH15	protocadherin-related 15	10q21.1	protein_coding	28 / 986 (2.84%)	1,001 / 10,188	31		
BRCA1	breast cancer 1, early onset	17q21.31	protein_coding	28 / 986 (2.84%)	329 / 10,188	28	Cancer Gene Census	
HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1	7p14.1, 7p13	protein_coding	28 / 986 (2.84%)	615 / 10,188	30		
ANK1	ankyrin 1, erythrocytic	8p11.21	protein_coding	28 / 986 (2.84%)	607 / 10,188	28		
KIF4A	kinesin family member 4A	Xq13.1	protein_coding	28 / 986 (2.84%)	248 / 10,188	28		
MROH2B	maestro heat-like repeat family member 2B	5p13.1	protein_coding	28 / 986 (2.84%)	632 / 10,188	33		
THSD7B	thrombospondin, type I, domain containing 7B	2q22.1	protein_coding	28 / 986 (2.84%)	676 / 10,188	29		
ABCA8	ATP-binding cassette, sub-family A (ABC1), member 8	17q24.2	protein_coding	28 / 986 (2.84%)	401 / 10,188	33		
DNHD1	dynein heavy chain domain 1	11p15.4	protein_coding	28 / 986 (2.84%)	417 / 10,188	32		
HSPG2	heparan sulfate proteoglycan 2	1p36.12	protein_coding	28 / 986 (2.84%)	594 / 10,188	29		
CACNA1B	calcium channel, voltage-dependent, N type, alpha 1B subunit	9q34.3	protein_coding	28 / 986 (2.84%)	522 / 10,188	28		
SPHKAP	SPHK1 interactor, AKAP domain containing	2q36.3	protein_coding	28 / 986 (2.84%)	703 / 10,188	32		
PAPPA2	pappalysin 2	1q25.2	protein_coding	28 / 986 (2.84%)	815 / 10,188	33		
RP1	retinitis pigmentosa 1 (autosomal dominant)	8q11.23, 8q12.1	protein_coding	28 / 986 (2.84%)	736 / 10,188	30		
NIPBL	Nipped-B homolog (Drosophila)	5p13.2	protein_coding	28 / 986 (2.84%)	527 / 10,188	32		
ZDBF2	zinc finger, DBF-type containing 2	2q33.3	protein_coding	28 / 986 (2.84%)	537 / 10,188	36		
DOCK11	dedicator of cytokinesis 11	Xq24	protein_coding	28 / 986 (2.84%)	395 / 10,188	32		
DNAH12	dynein, axonemal, heavy chain 12	3p14.3	protein_coding	28 / 986 (2.84%)	253 / 10,188	31		
GRIN2A	glutamate receptor, ionotropic, N-methyl D-aspartate 2A	16p13.2	protein_coding	28 / 986 (2.84%)	679 / 10,188	29	Cancer Gene Census	
PLXNA2	plexin A2	1q32.2	protein_coding	28 / 986 (2.84%)	416 / 10,188	30		
TLN1	talin 1	9p13.3	protein_coding	28 / 986 (2.84%)	374 / 10,188	31		
FLNB	filamin B, beta	3p14.3	protein_coding	28 / 986 (2.84%)	471 / 10,188	29		
BOD1L1	biorientation of chromosomes in cell division 1-like 1	4p15.33	protein_coding	28 / 986 (2.84%)	462 / 10,188	32		
LRRC7	leucine rich repeat containing 7	1p31.1	protein_coding	28 / 986 (2.84%)	692 / 10,188	32		
ADAMTSL3	ADAMTS-like 3	15q25.2	protein_coding	28 / 986 (2.84%)	454 / 10,188	31		
KIF26B	kinesin family member 26B	1q44	protein_coding	28 / 986 (2.84%)	463 / 10,188	31		
ASXL3	additional sex combs like transcriptional regulator 3	18q12.1	protein_coding	28 / 986 (2.84%)	629 / 10,188	28		
C5orf42	chromosome 5 open reading frame 42	5p13.2	protein_coding	27 / 986 (2.74%)	425 / 10,188	35		
HIVEP2	human immunodeficiency virus type I enhancer binding protein 2	6q24.2	protein_coding	27 / 986 (2.74%)	446 / 10,188	29		
COL22A1	collagen, type XXII, alpha 1	8q24.23, 8q24.3	protein_coding	27 / 986 (2.74%)	695 / 10,188	30		
RUNX1T1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)	8q21.3	protein_coding	27 / 986 (2.74%)	514 / 10,188	29	Cancer Gene Census	
FAT4	FAT atypical cadherin 4	4q28.1	protein_coding	27 / 986 (2.74%)	1,166 / 10,188	32	Cancer Gene Census	
CFH	complement factor H	1q31.3	protein_coding	27 / 986 (2.74%)	460 / 10,188	27		
